Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location
MCP21920011,15013178,Montgomery County Police,Injury Crash,03/22/2015 11:43:00 AM,Maryland (State),GEORGIA AVE,COLESVILLE RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,,A4017D64-3673-4924-9633-F6190109481F,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,DC,8B230F72-AF75-401B-9C95-1003863C26FB,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2002,NISSA,MAXIMA,38.99595833,-77.02868,"(38.99595833, -77.02868)"
MCP22030098,250020234,MONTGOMERY,Property Damage Crash,05/08/2025 09:00:00 AM,County Route,RANDOLPH RD (WB/L),,,,,Front to Rear,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,7C55EEED-5132-42D6-AB43-B6607CCDF1FA,No,No Apparent Injury,,Not Distracted,NC,150B6E7F-6596-4972-AB36-742D6D229859,Superficial,Six O Clock,Pickup,Stopped in Traffic,Westbound,35,No,No,2006,FORD,F-150,39.06260621,-77.04192255,"(39.06260621, -77.04192255)"
MCP1438002X,16039216,Montgomery County Police,Injury Crash,08/03/2016 09:36:00 AM,County,SHADY GROVE RD,MUNCASTER MILL RD,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,B4253DE6-5B59-40B5-93BD-E15921BB07BE,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,6C7AA9C6-32E9-4D51-848C-A12956240452,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,45,No,No,2010,BMW,4S,39.14857333,-77.14709,"(39.14857333, -77.14709)"
MCP1565003D,190008257,Montgomery County Police,Property Damage Crash,02/21/2019 08:57:00 AM,Maryland (State),GEORGIA AVE,OLD BALTIMORE RD,,N/A,,SAME DIR REAR END,CLEAR,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,45F62DB8-E84F-49AD-AACB-E389940716F5,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,5520B4CE-F6F5-445F-91C7-4505486A3D15,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,40,No,No,2015,AUDI,Q5 2.0,39.26392422,-77.47444011,"(39.26392422, -77.47444011)"
EJ7884005J,230006450,Gaithersburg Police Depar,Property Damage Crash,02/08/2023 04:26:00 PM,Municipality,FIRSTFIELD RD,QUINCE ORCHARD BLVD,,GAITHERSBURG,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,N/A,STOP SIGN,N/A,,EE8AE12F-0D11-4448-A9DF-B79CF4C70D87,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,CF285260-122A-459A-99C6-11C83B5C4009,DISABLING,EIGHT OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,30,No,No,2015,SUBA,4S,39.1423273,-77.22424132,"(39.1423273, -77.22424132)"
MCP26070024,17008255,Montgomery County Police,Property Damage Crash,02/15/2017 03:20:00 PM,County,SHADY GROVE RD,BRIARDALE RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,MEDICATION PRESENT,,EEBD4C72-B8A0-4A75-8D41-0F6FACE7F244,Yes,NO APPARENT INJURY,N/A,OTHER DISTRACTION,MD,809927E3-BF68-45AC-ADA3-756CA0470165,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,No,No,2016,NISSAN,4S,39.13338917,-77.15865612,"(39.13338917, -77.15865612)"
MCP31380079,240051537,MONTGOMERY,Property Damage Crash,10/27/2024 08:20:00 PM,Maryland (State) Route,NORBECK RD (WB/L),GEORGIA AVE,,,,Front to Rear,Clear,Dry,Dark - Not Lighted,Yield Sign,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,F75594D0-4AC2-4089-8E25-07F7C2253407,Yes,No Apparent Injury,"Failed to Yield Right-of-Way, Improper Passing, Operated Motor Vehicle in Inattentive, Careless, Negligent, or Erratic Manner, Operated Motor Vehicle in Reckless or Aggressive Manner, Too Fast For Conditions",Unknown,MD,57205345-D8E1-4BBB-9B72-0F5CFC976638,Disabling,One O Clock,Sport Utility Vehicle,Moving Constant Speed,Westbound,40,No,No,2019,TOYOTA,AVALON,39.10955738,-77.07581062,"(39.10955738, -77.07581062)"
DD5624001S,180059278,Rockville Police Departme,Property Damage Crash,11/27/2018 12:55:00 PM,Municipality,RESEARCH BLVD,W GUDE DR,,ROCKVILLE,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,,70FC141A-372F-4541-BF3D-DCC9473E4887,Yes,NO APPARENT INJURY,N/A,UNKNOWN,XX,BA267C61-601C-4D41-AAD1-A4E8E1461492,UNKNOWN,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,35,No,No,2000,UNKNOWN,UNKNOWN,39.10045907,-77.18123352,"(39.10045907, -77.18123352)"
MCP33500027,230070027,Montgomery County Police,Property Damage Crash,12/05/2023 02:45:00 PM,Maryland (State),ROCKVILLE PIKE,EDSON LA,,N/A,,SAME DIRECTION SIDESWIPE,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,D537E638-BC91-40E2-99B0-089984033C34,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,D7D021F3-C857-4D63-B126-55DE037DEE77,DISABLING,TEN OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,35,No,No,2023,AUDI,Q5,39.040795,-77.10985333,"(39.040795, -77.10985333)"
MCP2905006T,240060801,MONTGOMERY,Property Damage Crash,12/20/2024 08:44:00 AM,County Route,DEMOCRACY BLVD,,,,,Angle,Cloudy,Wet,Daylight,Yield Sign,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,92FE5B85-2DD8-45E5-B52F-939E022CF686,Yes,No Apparent Injury,,Not Distracted,MD,C95808F3-46A4-4B95-B8B1-DCDBBA8E8B31,Disabling,Eight O Clock,Passenger Car,Entering Traffic Lane,Westbound,35,No,No,2020,TESLA,MODEL Y,39.02282248,-77.15092591,"(39.02282248, -77.15092591)"
MCP30050057,200039103,Montgomery County Police,Property Damage Crash,10/05/2020 07:00:00 AM,Maryland (State),GEORGIA AVE,GEORGIAN WAY,,N/A,,ANGLE MEETS LEFT TURN,N/A,WET,DUSK,NO CONTROLS,NONE DETECTED,,A086E90B-C537-40CE-9E3D-FCFF2BF52958,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,1A6D030C-9478-4ECE-9F0A-9A8E2FAF4CCA,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2011,FORD,VN,39.054545,-77.05032667,"(39.054545, -77.05032667)"
MCP1213003X,180034120,Montgomery County Police,Injury Crash,07/10/2018 06:50:00 PM,County,BRIGGS CHANEY RD,CLAUDE LA,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,788CCC46-F463-446A-AB30-D5E4DD6BEC06,Yes,NO APPARENT INJURY,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",LOOKED BUT DID NOT SEE,MD,CA1686C8-B6B5-4B42-9FDE-6077EC00C26A,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2002,TOYOTA,SIENNA,39.09928,-76.9747,"(39.09928, -76.9747)"
MCP1064005K,17012418,Montgomery County Police,Injury Crash,03/09/2017 01:12:00 PM,Maryland (State),GEORGIA AVE,FOREST GLEN RD,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,,B8931E3E-1F3D-424A-A769-8B42807F4278,Yes,SUSPECTED MINOR INJURY,N/A,UNKNOWN,MD,0713F16B-6D84-472E-8D95-9EAD799893C1,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,35,No,No,2007,HONDA,ACCORD 4D,39.01573,-77.04273333,"(39.01573, -77.04273333)"
MCP2952000W,15039956,MONTGOMERY,Property Damage Crash,08/11/2015 11:47:00 AM,,,,"Parking lot in front of 10733 Colesville Road, Silver Spring, MD",,,OTHER,CLEAR,,DAYLIGHT,N/A,UNKNOWN,,BFF103EC-75CC-4401-910A-93C42CF3450F,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,692D4B54-5C96-4C5F-8063-A1A941EC1DC3,SUPERFICIAL,UNKNOWN,PASSENGER CAR,BACKING,Unknown,10,No,No,2012,FORD,TRUCK,39.01233,-77.00001667,"(39.01233, -77.00001667)"
DD5660000L,230063862,Rockville Police Departme,Injury Crash,11/01/2023 08:50:00 PM,Municipality,BEALL AVE #2,GIBBS STREET,,ROCKVILLE,PEDESTRIAN,OTHER,N/A,DRY,DARK LIGHTS ON,N/A,UNKNOWN,NONE DETECTED,2991CC5D-B83B-493F-B5A0-C74B976CA18E,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,879E78EC-E9CE-417A-9141-36542ED835C8,UNKNOWN,UNKNOWN,,MOVING CONSTANT SPEED,West,25,No,No,0,UNKNOWN,UNKNOWN,39.08675614,-77.15413806,"(39.08675614, -77.15413806)"
MCP22310087,240043127,MONTGOMERY,Property Damage Crash,09/11/2024 07:30:00 AM,County Route,SHADY GROVE RD (SB/L),OAKMONT AVE,,,,Front to Rear,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,62AFD0F7-E10B-4992-AEFE-2A277577C67F,Yes,No Apparent Injury,,Not Distracted,MD,B2F11006-3BBB-427B-AA30-E5DEE550D15C,Disabling,Twelve O Clock,Passenger Car,Moving Constant Speed,,40,No,No,1989,VOLVO,740 SERIES,39.12678607,-77.17356733,"(39.12678607, -77.17356733)"
DM85150006,230048028,Takoma Park Police Depart,Property Damage Crash,08/05/2023 11:54:00 PM,,8300 FLOWER AVE,700 WABASH AVE,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,,1C59658B-21BA-4291-AAE0-EFECE413BCC0,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,B79B330D-5C75-4A92-B1DB-D229B4B3CDC2,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25,No,No,2012,NISS,ALTIMA,38.99389301,-77.0022484,"(38.99389301, -77.0022484)"
MCP2559001T,170506764,Montgomery County Police,Property Damage Crash,05/09/2017 07:28:00 AM,Maryland (State),MONTGOMERY VILLAGE AVE,FREDERICK RD,,N/A,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,,806E7909-A781-48CB-905B-7CEA697FC600,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,EBC32F12-E337-44FE-A425-572C8794BC97,UNKNOWN,UNKNOWN,,ACCELERATING,South,35,No,No,0,UNKNOWN,UNKNOWN,39.1528769,-77.21184567,"(39.1528769, -77.21184567)"
MCP3090003J,190057529,Montgomery County Police,Property Damage Crash,11/29/2019 11:10:00 AM,Maryland (State),FREDERICK RD,S WESTLAND DR,,GAITHERSBURG,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,,F53B7160-4A53-43D4-8170-8B37F029EBA1,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,E9C46217-4912-4500-A0F8-B4CE8134C24D,DISABLING,ONE OCLOCK,PASSENGER CAR,MAKING U TURN,North,40,No,No,1998,TOYOTA,SIENNA,39.12585033,-77.18280483,"(39.12585033, -77.18280483)"
EJ79040029,250014119,GAITHERSBURG,Property Damage Crash,04/01/2025 09:42:00 AM,,,,Parking Aisle        SIDE PARKING LOT OF TIRES PLUS,,,Front to Front,Clear,,Daylight,,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,E40E9D51-C467-45D4-8E94-835E704AA4DF,No,No Apparent Injury,,Not Distracted,MD,2811E244-E649-4AD4-8418-272654FE6992,Disabling,Twelve O Clock,Passenger Car,Turning Left,Not On Roadway,0,No,No,2017,TOYOTA,YARIS IA,39.15728484,-77.21141755,"(39.15728484, -77.21141755)"
MCP91060033,230008429,Montgomery County Police,Property Damage Crash,02/19/2023 07:10:00 PM,County,NEWCUT RD,FREDERICK RD,,N/A,,SINGLE VEHICLE,N/A,DRY,DARK NO LIGHTS,N/A,NONE DETECTED,,5AB4A7D6-010F-4FBC-88E9-DC139E97E185,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,CB3EE239-DB1F-4994-A83F-76007909B414,SUPERFICIAL,TEN OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,West,25,No,No,2019,CHEVROLET,EQUINOX,39.22196167,-77.259665,"(39.22196167, -77.259665)"
MCP2983003L,190012513,Montgomery County Police,Injury Crash,03/18/2019 05:45:00 PM,US (State),COLESVILLE RD,INDIAN SPRING DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,0B307788-1F91-4D54-BEA9-C87184EFF87E,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,347ACE68-F0C3-4DEB-BBF1-F350A5818B69,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,35,No,No,2017,TOYT,CAMRY,39.01266667,-77.01674,"(39.01266667, -77.01674)"
MCP2961001P,16065106,Montgomery County Police,Property Damage Crash,12/19/2016 07:22:00 PM,Maryland (State),GEORGIA AVE,ENNALLS AVE,,N/A,,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,EFC60B47-AB6C-4175-98CC-DACD31846AFA,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,B2210204-E0CE-4DCA-9877-64A94D10913C,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2004,TOYT,PRIUS,39.04085667,-77.05196,"(39.04085667, -77.05196)"
MCP27670078,190053322,Montgomery County Police,Injury Crash,11/05/2019 05:16:00 PM,Maryland (State),VEIRS MILL RD,FERRARA AVE,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,2A0EF687-5C1F-4FEF-AA9F-3C58A33A6C69,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,925E8C0C-00C9-4BE1-98B0-0FB0A40AD4B7,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,35,No,No,2010,BMW,528,39.05321333,-77.07662667,"(39.05321333, -77.07662667)"
MCP29390038,190007766,Montgomery County Police,Injury Crash,02/17/2019 07:00:00 AM,Maryland (State),GERMANTOWN RD,CLOPPER RD,,N/A,,SAME DIR REAR END,N/A,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,B0D783E2-068F-4680-BFEE-A568B245DFC0,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,59743AFD-5532-4E36-9CD0-4F2B03CEA13B,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,40,No,No,2007,HONDA,VN,39.16458,-77.28225,"(39.16458, -77.28225)"
MCP9133000Z,16045239,Montgomery County Police,Injury Crash,09/04/2016 10:32:00 AM,County,BRINK RD,LEAMAN LA,,N/A,,HEAD ON,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,8749BF0A-B58D-4038-807B-2FD9CF032325,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,8D7A6A4F-AA1F-45BE-B084-4E3F3A189494,FUNCTIONAL,SEVEN OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,35,No,No,2010,NISSAN,SENTRA,39.20781167,-77.22285833,"(39.20781167, -77.22285833)"
MCP2687003T,220028815,Montgomery County Police,Injury Crash,07/05/2022 01:30:00 PM,County,BETHESDA AVE,ARLINGTON RD,,N/A,,OTHER,RAINING,WET,N/A,NO CONTROLS,NONE DETECTED,,AC141938-52D3-41BA-9426-1FEDE98F0C17,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,A1DDE74B-9C3D-4DFD-BCEA-F7CACD114A90,SUPERFICIAL,EIGHT OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,25,No,No,2014,NISSAN,PATHFINDER,38.9808754,-77.0977718,"(38.9808754, -77.0977718)"
MCP295400D4,230015824,Montgomery County Police,Property Damage Crash,04/02/2023 06:45:00 PM,,,,IN PARKING LOT OF 700 GILBERT ST TAKOMA PARK MD 20912,,,SAME DIRECTION SIDESWIPE,CLEAR,,DAYLIGHT,NO CONTROLS,ALCOHOL PRESENT,,F8106187-6D21-4EE7-ABBE-BBCCDC44013D,Yes,NO APPARENT INJURY,N/A,OTHER DISTRACTION,MD,E1B4BF40-4106-4F47-A1DE-1011E77237FD,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,PARKING,North,0,No,No,2003,HONDA,PILOT,38.99763,-76.99694833,"(38.99763, -76.99694833)"
MCP3050003H,190026476,Montgomery County Police,Property Damage Crash,06/03/2019 04:45:00 PM,Maryland (State),GEORGIA AVE,CONNECTICUT AVE,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,5FD28E1C-2AA9-46D3-A6DA-F6D0538D641C,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,DC,9E74FDDE-20D8-445F-8C25-E3A588BB1794,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,45,No,No,2018,AUDI,A5,39.08518833,-77.07873,"(39.08518833, -77.07873)"
MCP2964003B,190006471,Montgomery County Police,Property Damage Crash,02/09/2019 06:29:00 PM,Maryland (State),CLOPPER RD,MATENY RD,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DUSK,TRAFFIC SIGNAL,NONE DETECTED,,BC13BA54-70DD-4521-90E7-16A2C5639CE4,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,0DC303E8-3CE8-4FFF-BA3C-C4C6D6B0AFC3,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,40,No,No,1999,HONDA,ACCORD,39.15681167,-77.26623167,"(39.15681167, -77.26623167)"
MCP3205001Y,200034765,Montgomery County Police,Property Damage Crash,09/05/2020 08:35:00 AM,Maryland (State),GEORGIA AVE,BLUERIDGE AVE,,N/A,,HEAD ON LEFT TURN,N/A,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,3755654F-9DD6-43E3-945C-CD71257C2590,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,5882C5F2-20C1-4EE7-9567-A2413BB4AD42,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25,No,No,2005,CHEVY,COLORADO,39.0433125,-77.05213233,"(39.0433125, -77.05213233)"
MCP3336000W,230005852,Montgomery County Police,Injury Crash,02/05/2023 09:42:00 AM,Maryland (State),UNIVERSITY BLVD E,FRANKLIN AVE,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,82D20E01-D23F-4E50-8FFA-10D8F338B636,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,FBBC1126-9D29-48FE-9542-EC96EE1DB0AA,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,30,No,No,2017,HONDA,CIVIC,39.01227259,-77.00263708,"(39.01227259, -77.00263708)"
MCP26710038,220035356,Montgomery County Police,Property Damage Crash,08/17/2022 04:00:00 PM,US (State),GEORGIA AVE,WAYNE AVE,,N/A,,SAME DIRECTION SIDESWIPE,N/A,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,A09D7B6B-A0E3-4881-901E-17BA5375A445,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,90F9E515-0786-438F-99CA-063380A01A24,SUPERFICIAL,SEVEN OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,35,No,No,2019,FORD,FIESTA,38.994335,-77.026715,"(38.994335, -77.026715)"
MCP2047003S,200031500,Montgomery County Police,Property Damage Crash,08/13/2020 10:04:00 AM,County,SHADY GROVE RD,CRABBS BRANCH WAY,,N/A,,HEAD ON LEFT TURN,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,B4E2F7E6-4502-47E5-97E2-EEF8FC2CB6E6,Yes,NO APPARENT INJURY,"N/A, RAIN, SNOW",NOT DISTRACTED,MD,99E5941E-BD59-4E4A-BAE3-9151B3E3E0A2,SUPERFICIAL,FIVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,40,No,No,2014,HYUNDAI,SANTE FE,39.12876333,-77.167035,"(39.12876333, -77.167035)"
MCP2515000M,16029457,Montgomery County Police,Property Damage Crash,06/11/2016 05:28:00 PM,County,GUE RD,RIDGE RD,,N/A,,HEAD ON,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,F481476B-9889-4E87-896F-460B1A224A61,Yes,NO APPARENT INJURY,"SHOULDERS LOW, SOFT, HIGH, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",NOT DISTRACTED,MD,2E0AE3EC-0356-4419-B210-10F4DCA1C66E,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,West,25,No,No,1999,CAON,TL,39.30464949,-77.18341827,"(39.30464949, -77.18341827)"
MCP3031003B,190043271,Montgomery County Police,Property Damage Crash,09/09/2019 11:15:00 PM,Maryland (State),GEORGIA AVE,ASPEN HILL RD,,N/A,,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,ALCOHOL CONTRIBUTED,,F4A6EA05-E125-49BE-BE28-5DAD82924C08,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,XX,FFF9AABB-C207-4C84-9939-FD4509CFDC99,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,East,35,No,No,1997,MITSU,ECLIPSE,39.08048667,-77.07520167,"(39.08048667, -77.07520167)"
MCP26350083,230046871,Montgomery County Police,Property Damage Crash,07/29/2023 09:16:00 PM,Maryland (State),GEORGIA AVE,EMORY CHURCH RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,,D3A92C1D-E70F-4465-BCD2-3382AA21029A,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,7EDD4931-0EE6-4390-8B9B-82866FF17CA5,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,45,No,No,2014,FORD,FUSION,39.13093583,-77.07105183,"(39.13093583, -77.07105183)"
MCP271700T0,200043747,Montgomery County Police,Property Damage Crash,11/05/2020 09:00:00 PM,Maryland (State),OLD GEORGETOWN RD,NICHOLSON LA,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,,CE8CE952-C04E-460C-AE6E-134DAA788794,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,DA6AF926-DDBD-4207-A015-6B1029559864,UNKNOWN,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,40,No,No,2009,FORD,UNKNWON,39.05104483,-77.1175275,"(39.05104483, -77.1175275)"
MCP2231006B,210048524,Montgomery County Police,Injury Crash,11/30/2021 08:19:00 AM,Maryland (State),W DIAMOND AVE,ENT TO NATIONAL INSTITUTE OF STANDARDS,,N/A,,HEAD ON LEFT TURN,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,61BC528E-38C7-4B1A-853C-204DCF9BEFC2,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,4ABD177B-8F15-488C-8F07-62C123060323,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35,No,No,2008,HONDA,RIDGELINE,39.141685,-77.21769667,"(39.141685, -77.21769667)"
MCP3199005P,240001461,MONTGOMERY,Injury Crash,01/10/2024 08:25:00 AM,Maryland (State) Route,VEIRS MILL RD,RANDOLPH RD,,,,Angle,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,C6ADAC8E-EEBF-4521-8819-CB3BF2E21CD3,No,No Apparent Injury,,Not Distracted,MD,661D4A12-86DE-45D9-9D68-C48309304751,Disabling,Twelve O Clock,Sport Utility Vehicle,Moving Constant Speed,,35,No,No,2011,HONDA,PILOT,39.05604362,-77.08257733,"(39.05604362, -77.08257733)"
DD56520049,240013331,ROCKVILLE,Property Damage Crash,03/20/2024 02:49:00 PM,Maryland (State) Route,FIRST ST (WB/L),,,,,Front to Rear,Clear,Dry,Daylight,Traffic Control Signal,"Suspect of Alcohol Use, Not Suspect of Drug Use",,3867D1EC-2FB2-4839-8B3B-0177FB617C6A,Yes,No Apparent Injury,,Not Distracted,MD,AD204DB6-B739-416E-B1F1-E25B4FAE18E5,Disabling,Twelve O Clock,Passenger Car,,Westbound,40,No,No,2006,FORD,ESCAPE,39.08052758,-77.13772205,"(39.08052758, -77.13772205)"
MCP3275002B,240021709,MONTGOMERY,Property Damage Crash,05/08/2024 03:23:00 PM,Bicycle Route,,,,,,Front to Rear,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,D0FC5267-DC6F-4B26-AA2F-5FCA696E6C35,No,No Apparent Injury,,Not Distracted,MD,C0F67A56-CB48-4913-BFA6-055F198CC60C,Disabling,Twelve O Clock,Passenger Car,Moving Constant Speed,Eastbound,45,No,No,2008,INFINITI,G35,39.10897326,-76.92326844,"(39.10897326, -76.92326844)"
MCP289200GL,240036908,MONTGOMERY,Injury Crash,08/05/2024 03:00:00 PM,County Route,FOREST GLEN RD (WB/L),,,,,Front to Rear,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,A6B3E6C3-2205-4CF7-81FA-401D1153BF22,Yes,No Apparent Injury,,Not Distracted,MD,06D3061D-6F97-447D-93D6-5E897906CE6C,Superficial,Twelve O Clock,Passenger Car,Accelerating,Westbound,30,No,No,2021,BMW,330I,39.015642,-77.04199479,"(39.015642, -77.04199479)"
